,por_School_name,por_Gender,por_Age,por_Address,por_Family_size,por_Pstatus ,por_mother_education,por_father_education,por_mother_job,por_father_job,por_school_choice_reason,por_student_guardian,por_home_to_school_travel_time,por_weekly_study_time,por_past_class_failures,por_extra_educational_support,por_family_educational_support,por_extra_paid_classes,por_extra_curricular_activities,por_attended_nursery_school,por_wants_higher_education,por_internet_access_at_home,por_romantic_relationship,por_quality_of_family_relationships,por_free_time_after_school,por_going_out_with_friends,por_workday_alcohol_consumption,por_weekend_alcohol_consumption,por_current_health_status,por_number_of_school_absences,por_first_period_grade,por_second_period_grade,por_final_grade
147,Gabriel Pereira,Female,15,Urban,greater than 3,living together,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14
148,Gabriel Pereira,Female,15,Rural,greater than 3,living together,1,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9
149,Gabriel Pereira,Male,15,Urban,greater than 3,living together,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11
150,Gabriel Pereira,Female,15,Urban,greater than 3,Apart,3,3,services,services,home,mother,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9
151,Gabriel Pereira,Male,16,Urban,greater than 3,living together,4,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13
152,Gabriel Pereira,Male,16,Urban,equal to 3,living together,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11
153,Gabriel Pereira,Female,15,Urban,greater than 3,living together,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13
154,Gabriel Pereira,Female,16,Urban,equal to 3,living together,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11
155,Gabriel Pereira,Male,17,Urban,greater than 3,living together,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6
156,Gabriel Pereira,Female,15,Urban,greater than 3,living together,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12
157,Gabriel Pereira,Female,15,Urban,equal to 3,Apart,2,1,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10
158,Gabriel Pereira,Female,15,Urban,greater than 3,living together,3,2,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11
159,Gabriel Pereira,Female,15,Urban,greater than 3,living together,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13
160,Gabriel Pereira,Female,15,Urban,greater than 3,living together,1,2,at_home,services,course,father,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11
161,Gabriel Pereira,Male,16,Urban,greater than 3,living together,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8
162,Gabriel Pereira,Male,15,Urban,equal to 3,Apart,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11
163,Gabriel Pereira,Male,18,Urban,equal to 3,living together,1,1,other,other,course,mother,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0
164,Gabriel Pereira,Male,16,Urban,equal to 3,living together,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10
165,Gabriel Pereira,Female,15,Rural,greater than 3,living together,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13
166,Gabriel Pereira,Male,19,Urban,greater than 3,living together,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11
167,Gabriel Pereira,Female,17,Urban,greater than 3,living together,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13
168,Gabriel Pereira,Male,15,Rural,greater than 3,living together,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8
169,Gabriel Pereira,Male,17,Rural,equal to 3,living together,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10
170,Gabriel Pereira,Female,18,Rural,greater than 3,living together,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11
171,Gabriel Pereira,Male,16,Rural,greater than 3,living together,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11
172,Gabriel Pereira,Male,16,Urban,greater than 3,living together,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1
173,Gabriel Pereira,Male,16,Urban,equal to 3,living together,1,2,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10
174,Gabriel Pereira,Male,17,Rural,equal to 3,living together,2,1,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9
175,Gabriel Pereira,Male,17,Rural,greater than 3,living together,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8
176,Gabriel Pereira,Male,15,Urban,equal to 3,living together,1,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10
177,Gabriel Pereira,Male,16,Urban,greater than 3,living together,1,3,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8
178,Gabriel Pereira,Male,17,Rural,equal to 3,living together,1,1,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8
179,Gabriel Pereira,Male,17,Urban,greater than 3,living together,3,2,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8
180,Gabriel Pereira,Male,16,Urban,greater than 3,living together,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11
181,Gabriel Pereira,Female,16,Urban,greater than 3,living together,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18
182,Gabriel Pereira,Female,16,Urban,greater than 3,living together,2,2,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13
183,Gabriel Pereira,Female,16,Urban,greater than 3,living together,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17
184,Gabriel Pereira,Male,16,Urban,greater than 3,living together,3,4,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10
185,Gabriel Pereira,Male,16,Urban,greater than 3,living together,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18
186,Gabriel Pereira,Male,17,Urban,equal to 3,living together,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10
187,Gabriel Pereira,Female,16,Urban,greater than 3,living together,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13
188,Gabriel Pereira,Female,16,Urban,equal to 3,living together,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15
189,Gabriel Pereira,Male,17,Urban,equal to 3,living together,4,3,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11
190,Gabriel Pereira,Female,16,Urban,greater than 3,living together,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14
191,Gabriel Pereira,Male,17,Urban,greater than 3,living together,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10
192,Gabriel Pereira,Male,16,Rural,greater than 3,living together,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11
193,Gabriel Pereira,Male,17,Urban,greater than 3,living together,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13
194,Gabriel Pereira,Male,16,Urban,greater than 3,living together,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11
195,Gabriel Pereira,Male,16,Urban,greater than 3,living together,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13
196,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17
197,Gabriel Pereira,Female,17,Urban,equal to 3,living together,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14
198,Gabriel Pereira,Female,16,Urban,greater than 3,living together,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16
199,Gabriel Pereira,Male,17,Urban,greater than 3,living together,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14
200,Gabriel Pereira,Male,16,Urban,greater than 3,living together,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11
201,Gabriel Pereira,Male,16,Urban,equal to 3,living together,2,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16
202,Gabriel Pereira,Female,17,Urban,greater than 3,Apart,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14
203,Gabriel Pereira,Male,17,Rural,greater than 3,living together,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10
204,Gabriel Pereira,Female,16,Urban,greater than 3,living together,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13
205,Gabriel Pereira,Female,17,Urban,greater than 3,living together,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12
206,Gabriel Pereira,Male,17,Urban,greater than 3,living together,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12
207,Gabriel Pereira,Male,16,Rural,greater than 3,living together,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10
208,Gabriel Pereira,Male,16,Urban,greater than 3,living together,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12
209,Gabriel Pereira,Female,17,Urban,equal to 3,living together,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16
210,Gabriel Pereira,Male,17,Urban,greater than 3,living together,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14
211,Gabriel Pereira,Male,16,Rural,equal to 3,living together,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12
212,Gabriel Pereira,Female,17,Urban,greater than 3,living together,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16
213,Gabriel Pereira,Female,16,Urban,equal to 3,living together,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11
214,Gabriel Pereira,Female,16,Urban,greater than 3,living together,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15
215,Gabriel Pereira,Female,16,Urban,greater than 3,living together,2,3,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12
216,Gabriel Pereira,Female,17,Urban,greater than 3,living together,1,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15
217,Gabriel Pereira,Female,17,Rural,greater than 3,living together,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13
218,Gabriel Pereira,Female,16,Rural,greater than 3,living together,2,2,services,services,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13
219,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8
220,Gabriel Pereira,Female,16,Urban,greater than 3,Apart,3,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12
221,Gabriel Pereira,Female,16,Urban,greater than 3,living together,4,3,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15
222,Gabriel Pereira,Female,16,Urban,greater than 3,living together,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13
223,Gabriel Pereira,Female,17,Rural,greater than 3,living together,4,3,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12
224,Gabriel Pereira,Female,19,Urban,greater than 3,living together,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12
225,Gabriel Pereira,Male,17,Urban,equal to 3,living together,4,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12
226,Gabriel Pereira,Female,16,Urban,greater than 3,Apart,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13
227,Gabriel Pereira,Male,18,Urban,greater than 3,living together,2,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11
228,Gabriel Pereira,Female,17,Rural,equal to 3,living together,4,4,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11
229,Gabriel Pereira,Female,17,Urban,equal to 3,living together,3,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15
230,Gabriel Pereira,Female,17,Urban,greater than 3,living together,4,3,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10
231,Gabriel Pereira,Male,18,Urban,equal to 3,living together,3,3,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10
232,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,3,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13
233,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13
234,Gabriel Pereira,Female,17,Rural,greater than 3,living together,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11
235,Gabriel Pereira,Female,17,Urban,greater than 3,living together,1,1,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12
236,Gabriel Pereira,Female,16,Urban,greater than 3,living together,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,13,13,14
237,Gabriel Pereira,Male,18,Urban,greater than 3,living together,2,2,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,10,9,10
238,Gabriel Pereira,Female,16,Urban,greater than 3,living together,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16
239,Gabriel Pereira,Female,18,Rural,greater than 3,living together,3,1,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8
240,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17
241,Gabriel Pereira,Male,17,Urban,equal to 3,living together,2,3,services,services,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11
242,Gabriel Pereira,Male,18,Urban,equal to 3,living together,2,1,at_home,other,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11
243,Gabriel Pereira,Female,17,Urban,greater than 3,Apart,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16
244,Gabriel Pereira,Female,17,Urban,equal to 3,living together,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12
245,Gabriel Pereira,Male,17,Rural,greater than 3,living together,2,2,other,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13
246,Gabriel Pereira,Male,17,Urban,greater than 3,living together,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13
247,Gabriel Pereira,Male,16,Urban,greater than 3,living together,4,4,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14
248,Gabriel Pereira,Male,16,Urban,equal to 3,living together,1,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9
249,Gabriel Pereira,Male,16,Urban,greater than 3,living together,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12
250,Gabriel Pereira,Male,17,Urban,equal to 3,living together,2,2,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16
251,Gabriel Pereira,Female,16,Urban,greater than 3,living together,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10
252,Gabriel Pereira,Female,16,Urban,greater than 3,Apart,4,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13
253,Gabriel Pereira,Female,18,Urban,equal to 3,Apart,2,4,services,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10
254,Gabriel Pereira,Female,18,Urban,equal to 3,living together,2,2,at_home,services,course,mother,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10
255,Gabriel Pereira,Female,18,Urban,greater than 3,living together,3,3,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7
256,Gabriel Pereira,Male,18,Urban,greater than 3,living together,2,2,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,7,8,8
257,Gabriel Pereira,Male,17,Urban,greater than 3,living together,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9
258,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,2,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15
259,Gabriel Pereira,Female,17,Urban,equal to 3,living together,1,1,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10
260,Gabriel Pereira,Female,16,Urban,greater than 3,living together,1,2,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11
261,Gabriel Pereira,Female,17,Rural,greater than 3,living together,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13
262,Gabriel Pereira,Female,17,Rural,equal to 3,Apart,1,4,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8
263,Gabriel Pereira,Male,18,Urban,greater than 3,living together,2,2,other,services,reputation,father,1,2,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8
264,Gabriel Pereira,Female,17,Urban,equal to 3,Apart,2,2,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10
265,Gabriel Pereira,Female,17,Rural,equal to 3,living together,1,1,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15
266,Gabriel Pereira,Female,17,Urban,equal to 3,Apart,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14
267,Gabriel Pereira,Male,17,Urban,equal to 3,living together,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15
268,Gabriel Pereira,Male,17,Rural,equal to 3,Apart,4,4,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12
269,Gabriel Pereira,Male,16,Urban,equal to 3,living together,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15
270,Gabriel Pereira,Male,16,Urban,greater than 3,living together,4,4,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15
271,Gabriel Pereira,Female,17,Urban,greater than 3,living together,4,4,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12
272,Gabriel Pereira,Male,17,Rural,greater than 3,living together,1,1,other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15
273,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,3,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11
274,Gabriel Pereira,Female,17,Urban,greater than 3,living together,1,1,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10
275,Gabriel Pereira,Female,18,Urban,greater than 3,living together,2,1,other,other,course,other,2,3,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11
276,Gabriel Pereira,Male,16,Urban,greater than 3,living together,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,7,15,16,16
277,Gabriel Pereira,Female,17,Urban,greater than 3,living together,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11
278,Gabriel Pereira,Male,17,Urban,greater than 3,living together,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13
279,Gabriel Pereira,Male,22,Urban,greater than 3,living together,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5
280,Gabriel Pereira,Male,18,Rural,equal to 3,living together,3,3,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10
281,Gabriel Pereira,Male,16,Urban,greater than 3,living together,0,2,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11
282,Gabriel Pereira,Male,18,Urban,greater than 3,living together,3,2,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7
283,Gabriel Pereira,Male,16,Urban,greater than 3,living together,3,3,at_home,other,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10
284,Gabriel Pereira,Male,18,Urban,greater than 3,living together,2,1,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6
285,Gabriel Pereira,Male,16,Rural,greater than 3,living together,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12
286,Gabriel Pereira,Male,17,Rural,greater than 3,living together,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13
287,Gabriel Pereira,Male,17,Urban,equal to 3,living together,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10
288,Gabriel Pereira,Female,18,Urban,equal to 3,Apart,2,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13
289,Gabriel Pereira,Female,17,Urban,equal to 3,living together,4,2,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17
290,Gabriel Pereira,Female,19,Urban,greater than 3,living together,2,2,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11
291,Gabriel Pereira,Male,18,Urban,equal to 3,living together,2,1,services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11
292,Gabriel Pereira,Female,17,Rural,greater than 3,living together,4,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14
293,Gabriel Pereira,Female,18,Urban,equal to 3,living together,1,1,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14
294,Gabriel Pereira,Female,18,Rural,greater than 3,living together,2,2,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13
295,Gabriel Pereira,Male,19,Urban,equal to 3,Apart,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14
296,Gabriel Pereira,Male,18,Urban,greater than 3,living together,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16
297,Gabriel Pereira,Male,17,Rural,greater than 3,living together,2,2,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10
